@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"A shot of the tree on our roof taken from the neighbour's garden. #bigwet #bnestorm http://t.co/udtnqO9w","9","2","0","104","20","2","1"
"Central Russia hit by meteor shower http://t.co/bYhPqgd0 shame it wasnt over north korea!  Take that! .. love mother nature!","8","4","1","124","21","0","1"
"RT @JojoMalig: Severe floods expected. Red rainfall alert raised over Metro Manila, provinces http://t.co/8mAChH3VyS /via @ABSCBNNews","9","3","0","133","19","0","1"
"I uploaded a @YouTube video http://t.co/Y3Wl0PpX BREAKING NEWS: 400 DEAD &amp; RISING: TYPHOON Bopha RIPS through Philippines","9","3","1","125","20","0","1"
"Smokey sunset #highparkfire #sunset #nature  @ Fort Collins, CO http://t.co/MWlr6Fju","9","0","0","84","12","3","0"
"Try ko ng matulog po... Sana matuloy lahat ng plano ko mmya kc di na baha..keep safe po and always pray...nyt po #reliefPH :)","0","0","0","125","25","1","0"
"Man it's so easy to get dressed for work :-) #postcards #RedOctober #casualeveryday","6","4","1","83","13","3","0"
"RT @AFP More on #Bangladesh as death toll soars past 1,000 in garment factory disaster http://t.co/muetOsASYK by @ShafiqAlam1","8","1","0","125","22","1","1"
"arent we so lucky @gloriaristocrat wasnt in Russia right now ! #muahahahaha #meteor #950peopleinjured40dead #poorrussians","5","3","1","121","14","4","1"
"RT @NSWRFS: Watch &amp; Act - Linksview Rd, Springwood Four local schools closed tomorrow http://t.co/B19rNUNsiR #nswfires #nswrfs","11","5","0","130","19","2","1"
"RT @aweumuma: RT @crazyseo1 Space pizza! Доставка по всей галактике! Тьфу! ... мы тоже иногда не по адресу :( #юмор #Челябинск #RT #метеорит","0","0","0","210","7","4","0"
"Es Que Nuestra Bella @mv_falcon12 Se Lleva Esa Corona A Juro Viva #Falcón","7","1","1","74","14","1","0"
"#amuay LATEST NEWS SPRINGSTEEN PULLS DAUGHTER ONSTAGE FOR DANCE... http://t.co/pG9x6jJQ","6","0","0","87","13","1","0"
"#bigwet This made me cry... while driving http://t.co/Y3FWeXi1","1","4","1","62","11","1","0"
"#earthquake M 3.1, Southern Alaska Depth: 55.10 km Sep 17 13:55:32 2012 BST http://t.co/Oprtl943","9","0","0","96","21","1","0"
"RT @tokyo_sexwhale: Meteor over Russia contains 40% horse meteor. #russianmeteor","8","1","0","80","10","1","1"
"RT @NoSePaseDice: RT Si Ofreces a Peña Nieto para calmar la ira de Los Mayas #Temblor #Sismo","11","1","0","93","18","2","0"
"RT @TheUnspecialOne: La stabilità del letto Ikea durante il #terremoto: mi sono svegliato in bagno.","6","2","1","100","15","1","0"
"RT @quakemonitor: #earthquake M 3.6, Virgin Islands region Depth: 76.00 km Sep 6 5:13:14 2012 BST http://t.co/UaTwDxFM","13","0","0","118","24","1","0"
"BOM update: 26/07:59 EST Flood Warning - Fitzroy River (QLD) http://t.co/eTrDwncv","9","0","0","81","15","0","1"
"AWESOME! Retail board of Canada to update their guidelines in wake of Bangladesh factory collapse #Win #FreeTrade http://t.co/YieB3Z5jOf","12","1","0","136","21","2","1"
"http://t.co/Dn7AsApw OMG this made me laugh really loudly while everyone else in my house is trying  #bigwet","5","4","1","108","20","1","0"
"San Felice http://t.co/lvniJOwM","2","1","0","31","6","0","0"
"un poco de todo:_ Costa Rica vive el segundo terremoto más fuerte de su historia - La Vanguardia http://t.co/4BNdEYq2","7","1","2","118","23","0","1"
"RT @jillinsley: Doubling the wages of a Bangladeshi textile worker would add just 2p to the cost of a t-shirt, says TUC #Bangladesh #RanaPl…","12","4","0","142","25","2","0"
"RT @CUBoulder: SEEK HIGHER GROUND IMMEDIATELY: Wall of water coming down Boulder Canyon. Move away from Boulder Creek! #BoulderFlood","11","3","0","132","19","1","1"
"#PabloPH Watching 2012 Movie while waiting for Pablo.","4","1","0","53","8","1","0"
"RT @BBCBreaking: #Bangladesh rescue workers free surviving woman named Reshma from collapsed building in Dhaka, 17 days after it collapsed","10","5","1","138","20","1","1"
"Y'all, the tourism agency we booked our snorkeling excursion with called to check up on us today &amp; also refunded our money! &lt;3 #CostaRica","9","4","2","144","26","1","0"
"http://t.co/bK6WZ522 - Incredible meteor strike caught on video: Russia (Video collection) http://t.co/AoxHKV6r @liveleakさんから","8","1","0","133","18","0","1"
"【#USGS #alert】 M 1.8, Island of Hawaii, Hawaii: September 17, 2012 23:09:48 GMT http://t.co/mOjrBlfG #earthquake #tsunami #prayfromjapan","16","0","0","140","23","4","0"
"http://t.co/4UbQ7lufPG Bangladesh rescue operation near end; collapse death toll at 1,127 http://t.co/lH7Um1LmkS","9","0","0","112","19","0","1"
"The only good thing about driving down Arapahoe road... The view. #Colorado","5","1","0","75","12","1","0"
"Cómo esta mi gente de Costa Rica tras el terremoto? Wow 7.9 grados denme noticias!!!","6","1","1","85","17","0","1"
"Wind and heat fuel Colorado wildfire: Forecasters are expecting warmer than normal temperatures and gusty winds ... http://t.co/4tlsHcv9","9","2","0","136","20","0","1"
"RT @Master2001_3: Un Encomio Solenne a fratelli e sorelle della #Sardegna che da #IsolaniIsolati si aiutano tra loro! RT a tuttala mia TL a…","11","2","2","142","24","2","1"
"RT @guysfawkes77: Un réseau mal entretenu | Explosion Lac-Mégantic | Dossiers JdeM | Le Journal de Montréal http://t.co/ddrMm0pcSm #MM&amp;A #L…","14","0","0","149","26","2","1"
"“@washingtonpost: Powerful quake hits #CostaRica: http://t.co/U7u7FDY4” #sismocr #Temblocr","8","1","0","94","11","3","1"
"Desperate search continues in Bangladesh after building collapse - CNN: Indian ExpressDesperate search continu... http://t.co/1RW3mX7mER","9","2","0","136","17","0","1"
"RT @BuzzFeedNews: From @USATODAY: The city of Tacloban in the Philippines before and after Typhoon Haiyan http://t.co/JbTMOsM29K","8","0","0","128","20","0","1"
"RT @DepEd_PH: WEATHER BULLETIN No. 7 Tropical Cyclone Alert: “#MaringPH” Issued at 11:00PM 19 August 2013 http://t.co/8XTiQtmtsu | via @dos…","12","1","0","146","23","0","1"
"Love.it! «Who likes my avi, or alternatively must I change it??»  #bigwet http://t.co/wdOzXFZR","5","3","2","96","17","1","0"
"@EllieRowson i don't know its just been on the news that there has been really bad floods in Queensland and thats where my family lives D:","5","7","1","138","27","0","1"
"RT @margadeona: The @MMDA #FloodPH measurements: no more chamba as to how deep knee-deep could get. #WeatherAlert http://t.co/eOjjvEH7XF","8","3","0","136","22","2","1"
"RT @cfparratepedino: @Gbastidas: #PresidenteSaliente dice que habitantes de los barrios que rodean #Amuay son unos mentirosos, que no o ...","6","2","2","139","19","2","1"
"RT @BuzzFeed: 27 Devastating Images From Typhoon Haiyan’s Destruction http://t.co/vyGtiRPEeF http://t.co/EXddf9gTYx","8","1","0","117","18","0","1"
"¡Que chuza es #CostaRica! http://t.co/dZka4czU","4","0","0","47","8","1","0"
"#addseguidores é o melhor site para ganhar seguidores REAIS #SantaMaria","6","2","0","72","9","2","0"
"Alerta de tsunami tras un terremoto de 7,9 cerca de Costa Rica - EcoDiario.es http://t.co/IzxTOHX4","5","1","0","98","19","0","1"
"RT @BBVIPAKO: PLS RT &lt;CALL FOR HELP FOR TYPHOON YOLANDA VICTIMS IN THE PHILIPPINES&gt; http://t.co/WA83J1VY42","10","0","0","112","20","0","1"
"ALERTA #Sismo con Magnitud 4.8, 84km WSW en Challapata #Bolivia","7","2","0","63","11","2","0"
"RT @GuateFollowBack: #Guatemala Esta Herida, Pero No de Muerte...!","5","0","0","66","9","1","0"
"#20PersonasQueHicieronDeMi2012AlgoIncreible Los tipicos mi gente @Raul_lucifer #Gines #CarlosA #Antonio #Rueda #Carlicos #Pablo #Juan David","18","0","1","139","14","8","0"
"http://t.co/Kb6PuJNs  #SAGAwards #bigwet May somebody clarify this kind of?","7","2","0","75","12","2","0"
"#Sismo 67 km al O de Arica:  Preliminar: Si Magnitud: 3 Profundidad: 46 Km Hora cerca del Epicentro: 2012... http://t.co/15Y67evR #Chile","14","0","0","136","24","2","0"
"【新潟県中越地震】http://t.co/ZjntfMo6 #earthquake #地震 #blog #bot #相互フォローしようよ","0","0","0","110","7","5","0"
"E questo sarebbe un candidato alle amministrative, ma in che mondo siamo #terremoto http://t.co/zTnXspnF","3","2","1","104","17","1","0"
"RT @ChrisVarcoe: From @stephen_ewart on Lac-Megantic: Neither pipelines nor railcars R likely to disappear, so they need to be better  http…","6","5","1","142","22","0","1"
"Apakah Meteor yang jatuh di Russia adalah Optimus Prime ? #MeteorRusia","0","0","0","70","10","1","0"
"Combo #Fessenheim / #earthquake . Coïncidence ? #parano #théorieducomplot","6","3","0","75","8","4","0"
"Perhaps its a good time to shop online now ☛ http://t.co/W011Syj4XY ☚ @ Qoo10 Singapore #sgHaze http://t.co/8aRZzmkX9W","7","2","0","122","20","1","0"
"RT @USGS: Magnitude 7.6 quake strikes west coast of Costa Rica: http://t.co/uRzQz9oh Tsunami info here: http://t.co/5FyzyrGC","10","1","0","124","23","0","1"
"Rumbo al Azteca. #mexico #CostaRica  #brasil2014 #concacaf","8","1","0","58","7","4","0"
"#earthquake: M 1.6, Northern California http://t.co/Wazqxp4f","5","0","0","60","10","1","0"
"RT @dost_pagasa: WEATHER BULLETIN No. 7 Tropical Cyclone Alert: Tropical Storm “#MaringPH”  Issued at 11:00PM 19 August 2013... http://t.co…","12","1","0","146","22","0","1"
"Welcome to a #RedOctober Time to cheer on the @Redsox in the #WorldSeries #AnybodyButTheCardinals","5","2","0","97","14","3","0"
"My #Xmas present from susied123 #helicopter #chopper #cantwaittoflyit #whatadeal @ Costco Wholesale http://t.co/KvV1E4yDgS","13","0","0","122","15","5","0"
"Photo: http://t.co/HjQ3PxxB #flagstafffire at 8:51, slurry drop shot #2","5","2","0","71","13","2","0"
"@OLGATANON1313 Ayer hubo terremoto de 7.4 en Costa Rica :(","5","0","0","58","10","0","1"
"Hay #CostaRica si en tu casa te estan pegando en el #Azteca vas a salir violado hahaha!","5","4","1","87","17","2","0"
"UFO Filmed During Earthquake Over Costa Rica http://t.co/QceOgZGF","5","1","0","65","11","0","1"
"@davidconway92 If you were there for the end of sax class you'd understand. I'm sure @RyanHargadon would be only too happy too explain! #CDO","5","8","3","140","26","1","0"
"Centro America lo logro! Todos lo hicimos posible desde #guatemala #ElSalvador #Honduras #nicaragua #costarica #Panama #ASOT600CA","13","2","3","129","16","7","0"
"Football : FIFA Ranking (CONCACAF) http://t.co/pDltmbYE #fifa #football #concacaf #mexico #usa #panama #jamaica #costarica #elsalvador","0","0","0","134","17","9","0"
"Bangladesh factory collapse kills over 80, reviving safety questions - CNN: Telegraph.co.ukBangladesh factory ... http://t.co/R4FEEDR3GC","8","2","0","136","18","0","1"
"RT @SmileForDaniel: Let us all pray for the earthquake victims. Hope everyone is safe. #PrayForVisayas ?","5","4","1","107","15","1","1"
"Can we not just have some sun now.  #bigwet","3","2","1","43","9","1","0"
"“@Donna_Field: Kedron brook - the bridge at Gordon park is now shut @abcnews #bigwet  http://t.co/LDI6mrGV” @funknbeats","9","4","0","123","18","1","1"
"#earthquake: M 1.0, Southern California http://t.co/Ms4Sj0eR","5","0","0","60","10","1","0"
"Latest Headline: Bangladesh collapse toll passes 400 http://t.co/2YNG2mtGD8 // @BBCNews //","5","2","0","90","12","0","1"
"? Seor asiste con tu Poder a los heridos y afectados del pueblo falconiano de #Amuay #puntofijo #falcon?","9","2","0","104","17","3","1"
"RT @tepokohtp: да уж, точно:D #метеорит http://t.co/0zid97d2","0","0","0","77","7","1","1"
"My thoughts and prayers are with the People and the Fire Fighters in Sydney...","6","1","0","78","14","0","1"
"RT @MurrietaPatch: Some #Murrieta residents reported feeling a 3.1 #earthquake that struck in #Idyllwild http://t.co/pORzPa9W","6","3","0","125","19","3","0"
"Mineral Lease District is poised for first grant awards http://t.co/ve9PH9k9 #colorado","7","3","0","86","14","1","0"
"Can this be fake  Tim Ferrari #lca2013 #lca2013 #bigwet #lca2013 Ferrari","8","3","0","72","11","4","0"
"RT @coloradodaily: Pretty amazing time-lapse video of the #FlagstaffFire here: http://t.co/9YuIxP0S","5","1","0","99","15","1","1"
"RT @TorontoStar: @dementeddesigns You're in @TorontoStar's storify: #RussianMeteor: Twitter reacts with fear, jokes http://t.co/OXZXWw ...","10","2","1","138","19","1","0"
"RT @Martha_G_Tavera: RT @laurahcastillo: Las fallas de mantenimiento de la refinería de Amuay salen en la ... http://t.co/0WPo9Egc","7","1","0","131","21","0","0"
"RT @BobCarrFM: Has @TonyAbbottMHR volunteered to drive a truck for the #bigwet victims yet?","6","3","0","91","14","1","1"
"Tulong tayo, CSSP! RT @csspcouncil BoluntirISKO: The CSSP Relief Ops Tulong tayo, kapwa Iskolar ng Bayan! #reliefPH http://t.co/Zprxvi4k","0","0","0","136","21","1","0"
"RT @CNNEE: #Guatemala condena a 448 años de prisión a un zeta #mexicano http://t.co/KvVR8fUP #ElAmarillo","10","1","0","106","20","3","0"
"#bigwet May somebody help me fix This particular http://t.co/hCCjR8fq","4","3","1","69","12","1","0"
"RT @OneRepublic: Colorado Springs wildfire.  God preserve us http://t.co/IjDBYj7I","5","2","1","81","12","0","1"
"And so I'll still head to work today, to spread a little love. #sghaze","5","3","1","70","15","1","1"
"RT @RobertoRicciuti: Mi domando: ma questo sciame sismico è normale? #terremoto","2","4","1","80","10","1","1"
"Pro Power Rooter, Colorado Springs, CO http://t.co/y3O8fKP2","7","0","0","59","10","0","0"
"RT @CCURTGO: 6.5 earthquake strikes off Guatemala's coast http://t.co/9nPRVwFg","6","1","0","78","14","0","1"
"Alright, now I'm jealous!  #BelieveAcoustic Gold Coast Queensland Tim #qldfloods","8","1","1","80","11","2","0"
"#inforgraphic showing how to purchase a #lasvegas #helicopter tour to the #grandcanyon... http://t.co/xVf1jWsxRy","6","2","0","112","16","4","0"
"Photo: supertino1467: #lol #russia #goku #meteor #dbz #dragonballz http://t.co/61uy0e68","10","2","0","87","12","6","0"
"Let's go Cardinals!! #12in13 #CardinalNation #RedOctober ⚾️⚾️⚾️??","7","2","1","83","7","3","0"
"RT @_Heloisa_Helena: Certos comentários horríveis sobre #SantaMaria melhor nem responder Calado ficarei, pois que a língua que falo é d ...","5","5","2","143","22","1","1"
"#Cartoline dalla #Sardegna : la gioia di praticare gli sport preferiti godendo dell'ossigeno e dello iodio di un... http://t.co/mWcGhb0dce","7","5","0","138","22","2","0"
"RT @Keeefyboy: Please rotate the Singapore Flyer and face it towards Indo, and turn it at 1000x the speed it is and blow the fucking haze b…","8","5","3","142","27","0","1"
"#BIGWET UPDATE #bundaberg #qld (10pm #nsw 9pm #qld) Jan28: &gt;2,000 homes have now been inundated. #adf return at first light #bundaberg_north","13","5","0","143","23","7","1"
"BetRebels Live: (USA-MLS) #Vancouver Whitecaps vs #Colorado Rapids: 1-0: Goal for Vancouver Whitecaps http://t.co/GJGwRBmq @betrebels","11","1","0","133","20","2","0"
".@onedirslaytion 'Three dead' in pub helicopter crash: At least three people died after a police helicopter crashed in...  @orgasmicgomez","6","2","0","137","19","0","1"
"#RussianMeteor http://t.co/Kw8tlUMu Generation Love.?","3","0","0","53","7","1","0"
"RT @bethangsioco: Pls. show more respect to those who passed away due to #YolandaPH. Do not post their pictures.","7","4","0","112","19","1","1"
"RT @YourAnonLive: ALERT #InternetBlackout in #Bangladesh. Govt orders ISPs to throttle Internet speed 75% #Anonymous #OpBangladesh #YAL htt…","16","1","0","142","18","5","0"
"RT @shaymitch: Join me &amp; @UNICEF IN 1 HOUR to raise $ for the #Philippines. Txt RELIEF to 864233 NOW to donate $10 #Tweets4Relief http://t.…","8","5","1","146","25","2","1"
"#sciechimiche #alluvione #sardegna #giannilannes http://t.co/gfZ298jlo3","3","5","0","71","8","4","0"
"I really love this particular   #RussianMeteor","1","1","1","46","6","1","0"
"RT @ondoy143: Sorry Philippines. Me and Maring broke up. Wag kana umiyak Maring. Mag move on ka na. #typhoonlovers #maring #ondoy #breakup","0","0","0","138","22","4","0"
"Plane fighting Australia fires crashes as cooler weather eases threat: SYDNEY (Reuters) - A plane dousing wild... http://t.co/uZrH73vc7q","8","4","0","136","20","0","1"
"http://t.co/4jqFhgsg I not have a the explanation why i accept you,i really do.  #RussianMeteor","4","3","4","95","18","1","0"
".@onedirslaytion Deadly rainstorm floods Sardinia island: At least nine killed and several missing as flash floods sub...  @orgasmicgomez","7","2","0","137","18","0","1"
"RT @Sabrina_S71: @TelegraphNews Plz fix caption of photo, http://t.co/fgZVgQZJlC  these are #Bangladesh Army officers,not firefighters #Sav…","12","2","0","142","20","2","0"
"RT @24HorasTVN: #Terremoto 5.6 Richter dejó decenas de muertos en #China. Acá FOTOS de la tragedia: http://t.co/ahbkrGaD","11","1","0","122","21","2","0"
"day 9- your view. there's no other view like one on top of a mountain. i miss camp so much. #colorado  http://t.co/3RaO8P7b","8","2","1","123","26","1","0"
"@MariBolonotto Terremoto en costa rica!!! 6.9 creo!","1","1","0","51","8","0","1"
"RT @esa: RT @simon_rp84: @BBCAmos @guardianscience vapour trail from #Russianmeteor , seen by @eumetsat 's SEVIRI sensor: http://t.co/BL ...","12","2","0","140","20","1","1"
"RT @MikeElk: RT @stevesilberman Police had ordered evacuation of doomed Bangladesh sweatshops day before collapse. http://t.co/hVYo93JuwE","9","3","0","137","19","0","1"
"Baby back ribs for our hungry tummy! #Lunch #casaverde #babybackribs #yummy #tumbsup #dbest #cebu… http://t.co/dzYBhisObS","13","0","0","123","18","7","0"
"#rescueph Decide me ought to you have to, but this could be extraordinary lol http://t.co/DCiLSA8R","2","5","3","98","18","1","0"
"This #RedOctober shit is just the beginning of what's gonna happen after Mandela passes","5","5","0","87","15","1","0"
"RT @Elperiodiquito: Chile emite alerta de tsunami para sus costas tras terremoto de Costa Rica  http://t.co/WJ3ZoF00","8","2","0","116","19","0","1"
"RT @VodafoneAU: BLOG: The latest on our services in flood affected #QLD http://t.co/ZObBQ1Xo #BigWet","7","1","0","100","17","2","1"
"RT @biobio: [ACTUALIZADO] Terremoto 7,6 Richter se registra en Costa Rica http://t.co/8vbEHSiO","5","2","1","94","16","0","1"
"RT @QldSES: @surfqld warn: Keep off eroded sand dunes as there is a danger of collapse. Be safe! #bigwet #beachsafety","9","5","0","117","20","2","1"
"@DBeitia 7.9 earthquake, of the coast of Costa Rica. Sep 5 8:42am at epicenter (6m ago, 83km S of Liberia, depth 46km). http://t.co/jXpQHBwd","13","0","0","140","28","0","1"
"RT @KUNC: #HighParkFire: New Evacuations Ordered http://t.co/in9sygXF","7","1","0","69","10","1","1"
"RT @YahooNews: BREAKING: Magnitude 7.9 earthquake strikes off the coast of Costa Rica, tsunami watch for Caribbean, Reuters reports","11","3","0","131","20","0","1"
"RT @micfiorentino: #Sardegna #allertameteoSAR ancora invito a diffondere il più possibile i numeri alternativi al 115. Grazie http://t.co/6…","4","5","0","143","21","2","1"
"RT @RobertOvadia: #BREAKING: #NSWFires pilot confirmed dead in crash fighting fires west of Ulladulla. Body yet to be retrieved. RIP.","13","4","0","133","20","2","1"
"Utahns connect with those affected by Costa Rica quake via social media http://t.co/iKuJEhU1","5","2","1","92","16","0","1"
"RT @ElNuevoDia: USGS canceló la vigilancia de tsunami para el Caribe tras #terremoto de 7.9 que sacudió a #CostaRica  http://t.co/zQzxr4th","8","4","1","140","24","2","1"
"RT @OpBangladesh: #OpBangladesh Hack3d:  Some Where in Blog http://t.co/B4QMI8Klwk #Anonymous  #BanglaSpring #Revolution #Bangladesh http:/…","11","1","0","142","17","5","0"
"The Australian Inferno: Nick Moir's photographs of the #NSWFires #Bushfires @nampix via @DrRimmer http://t.co/Sb7tlPFPOP …","10","0","0","124","18","2","1"
"RT @ElectroPitufino: La defiendo, la quiero y la adoro... Y por ella mi vida daría! &lt;3 #CostaRica","4","4","2","101","19","1","0"
"Over 650 people have died in the Bangladesh factory collapse: http://t.co/0WnyeN8N8h","5","2","0","84","14","0","1"
"This kind of assholes! -- All I would like can be a nice man  #bigwet http://t.co/E3Edopwt","6","4","1","90","18","1","0"
"#earthquake M 3.4, Virgin Islands region Depth: 74.00 km Sep 11 8:51:36 2012 BST http://t.co/98DoDi0R","10","0","0","101","22","1","0"
"@ChrisBath7 @NatalieGangemi  @Jim_Wilson7 Here's to a successful Telethon! I will be staying to cover NSW fires but I hope we raise a record","5","7","3","140","24","0","0"
"Shit, didn't realise there had been a meteor strike in Russia!","4","4","0","62","12","0","1"
"RT @Hungareo: OJO &gt;&gt;&gt; #Sismo Si quieres reportar alguna anomalía o daño, comunícate al CAS, al 52089898, 066 o por Twitter, a @ ...","10","4","0","143","27","1","0"
"New forest fire just broke out in Boulder! 14 forest fires in CO right now! Praying my heart out!","7","2","0","97","19","0","1"
"RT @davidbangladesh: Surely there must be limits to what should be expected of foreign buyers who contract with #bangladesh companies? http…","8","7","0","142","21","1","0"
"La Comisión de Emergencias pone a disposición de la población el número 2210-2825 para consultas concretas por el #temblorcr","10","1","0","128","24","1","1"
"RT @quakemonitor: #earthquake M 4.7, Banda Sea Depth: 143.50 km Sep 10 8:51:09 2012 BST http://t.co/3sohMbhg","12","0","0","108","23","1","0"
"RT @CNNEE Urgente: Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de EE.UU.","10","1","0","108","20","1","1"
"15F viernes cargado de noticias #FF #RussianMeteor #FotodeChavez #DianMundialdelCancerInfantil","8","0","0","94","9","4","0"
"#globalisation #photomontage #bangladesh #cityoflondon #canarywharf http://t.co/ROnKg9NhP4","11","0","0","90","9","5","0"
"RT @DOLdiarioonline: BRASIL: boate Kiss vendeu 830 ingressos, mas capacidade era de 691 pessoas http://t.co/xMpfdj2v","7","3","0","116","18","0","1"
"RT @FireMtnGems: NEW #Swarovski Shape Innovations Spr/Sum 2014 : Lemon Fancy Stone, Xilion Oval #Pendant &amp; #Meteor Pendant. Order he ...","20","0","1","140","20","3","0"
"RT @cwalkertime23: Goodluck bro do work . RT @jahprobound: Wheels up. Off to Colorado springs. ✌✈","10","3","0","101","14","0","0"
"#terremoto cmq qui a #vicenza ne ho sentite altre 2 piccole. Ora dormo ciao @webeconoscenza @lumaca81 @kiavianello @andreacasadeiVE @robitu","3","4","1","139","19","2","1"
"RT @TheUmno: MT @KellyNehls: #photo Unedited photo from New Belgium Brewery #highparkfire #fortcollins #loc New Belgium Brewery # http:/ ...","19","1","0","140","18","5","1"
"http://t.co/e5mD22Nb  #qldfloods hahaha i know. i laughed so hard when i read about it.","3","3","4","87","17","1","0"
"Yung nangyaring sunog sa nightclub sa Brazil, parang yung nangyari sa Ozone sa Tomas Morato. :(","0","0","0","95","15","0","0"
"RT @nslwin: Kerry meets #Bangladesh FM Dipu Moni discussed #Rohingya issue. Rohingya will be completely wipe out while discussing http://t.…","12","6","0","142","21","2","0"
"Meglio tacere che dire banalità #Sardegna","2","3","0","42","6","1","0"
"RT @AUtoday: @WookieJon ms, boss lady @juliagillard ? Yes 1st thought #qld only now Public hol in #qldfloods area only http://t.co/svB7q ...","12","2","0","140","23","2","0"
"RT Stunning book on #Guatemala now on #Kindle http://t.co/S0Sfsniu","5","0","0","66","12","2","0"
"RT @byers_brian: We will qualify 2 more RT's during tonight's game. Look for it. #CardinalNation #Cardinals #RedOctober","9","3","2","119","19","3","0"
"@uapasia: RT @teacherconcha: What UAPPY says. Now na! #reliefph #unitas http://t.co/IETma1gVJS","7","2","0","94","14","2","1"
"Faitelson ahora va contra #CostaRica http://t.co/Tp3ydoxt","3","2","0","57","9","1","0"
"RT @ProFootballTalk: Broncos DE touched by Colorado wildfire tragedy http://t.co/dIR1D5Bg","7","1","0","89","13","0","1"
"RT @DrKhauv: Amateur Captures Violent Russian Meteor Blast http://t.co/mava3vyQ via @BW","7","1","0","87","14","0","0"
"RT @Wnicholasgomes: fug's blog: Joining the dots in #Bangladesh: #eyesonashulia, De... http://t.co/f4nKrNO7Kc","11","1","0","109","16","2","0"
"#bigwet http://t.co/vHJjYZwc hahaha this made me laugh","3","2","1","54","10","1","0"
"RT @AJELive: NEW VIDEO | @jonahhull visits #Dhaka garment factory as #US &amp; #EU press #Bangladesh to improve workers' rights | AJE: http://t…","18","2","0","146","22","4","1"
"GO=&gt;http://t.co/Says6bwdOX ★RT★FOLLOWME★IFOLLOWYOU✔#boulderflood,#BestRapper,#Remember911,#PutinsFavoriteFlicks,#init http://t.co/AGYCYdTaIX","9","2","0","151","18","0","0"
"RT @CloydRivers: Bad day? 6 troops in Afghanistan were killed in a helicopter crash today. Nut up and shut up. Salute the troops. Merica.","11","4","0","137","24","0","0"
"Reports of Road Traffic Crash ▶ Possible Entrapment ▶ Canando St &amp; Daguilar Hwy Woodford http://t.co/tCt8ViF8 #bigwet","14","3","0","125","18","1","1"
"Kourtney Kane Bisecual fun in the sun - Heatwave #RussianMeteor: Bisecual fun in the sun - Heatwave #RussianMete... http://t.co/XXhdTTH6","12","0","0","136","20","2","1"
"#bigwet http://t.co/hjNwGg5e huh?! he killed your girlfriend's","3","2","1","62","11","1","0"
"RT @Rasta_: For Queensland. #bigwet http://t.co/4bk2Xl6s","5","1","0","56","9","1","1"
"RT @Hannatwiets: Sorry @etvSA !! You slammed our PEACEFUL #RedOctober march but gave #EFF your green light and exposure for being a blatant…","10","3","1","142","22","2","0"
"RT please Join us as we make 6PM our time of prayer for our country. 5 minutes to go. #PrayForThePhilippines #rescuePH","6","4","2","118","21","2","1"
"Powerful quake rattles Costa Rica, but little damage; experts point to depth ... - Washington Post: CBC.caPowerf... http://t.co/x3Pt7hR5","10","2","0","136","20","0","1"
"#sanremo2013 un #meteorite non poteva colpire i #Modà ?","2","3","0","56","8","3","0"
"El sensacionalismo de Frecuencia Latrina es patética... anuncian como Cataclismo el terremoto en Costa Rica ...","7","1","0","112","16","0","1"
"RT @mrslhawke: Redhead fire wind change looking worse at night@1233newcastle @nbnnews #nswfires http://t.co/KK4HvDrk5G","7","2","0","118","17","1","1"
"GET NEW F O L L O WERS? Visit http://t.co/gyDr3CksAf  #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/B0NUdMDayP","10","2","0","140","22","1","0"
"Press Release: S&amp;pbulletin: Queensland's Rtgs Not affected As Yet by Floods: The material has been provided by I... http://t.co/WEMFAtdT","8","4","1","140","25","0","1"
"RT @NicolasRoberge: http://t.co/DxB2hVcLWX - Lac-Mégantic - Québec  http://t.co/kXXEPQrL42","4","1","0","92","15","0","0"
"Adventure Park di Glenwood Springs, Colorado http://t.co/Kf2bmFbZ… tertinggi-di-dunia @VIVAnews #SIMAKnews  76","10","1","0","112","16","1","0"
"RT @20YS: Will be on @ctvottawa @ctvmorningliveott this Thursday w @earlg22 to talk @shopaganza for #Philippines! Now what to wear?","11","4","0","131","20","1","0"
"Chris O'Brien Lifehouse at #RPAH in #Sydney right now.. #SydneyFires http://t.co/sbVRAr1Ft6","7","0","0","91","15","3","0"
"Ive avoided the political personal side but ummmm ANNA DID MUCH BETTER ORGANISING PERSONALLY I MISS HER ANSWERING MY REQUESTS #QLDFLOODS","5","6","2","136","21","1","0"
"RT @whyfreds: oi fofa, gostei mt de vc inclusive toma aqui um ingresso da boate kiss","4","4","1","84","16","0","0"
"It's finally the day #summit2012 #colorado","4","1","1","42","7","2","0"
"RT @ProtectRPolice: Thoughts tonight with all those involved in #Clutha helicopter crash. All emergency services working hard together #Eme…","10","2","0","142","19","2","1"
"RT @BBCNewsUS: Flooding from fast-moving storm in Colorado kills two people and leads to the evacuation of hundreds of homes http://t.co/fx…","10","3","0","142","25","0","1"
"An aerial view of the flood in North Bundy #bigwet #devastation (via http://t.co/SxBdMQ8m) http://t.co/51KdsK7x","8","1","0","111","20","2","1"
